,Subrun,Event,Type,Num,Pred,Prob,ystart,yend,ydiff,length,Eng,Michel
637,137,6842,Pion,1.0,1.0,0.637177,-59.9684,-27.0137,32.9548,42.4074,0.927999,0
638,229,11410,Pion,1.0,1.0,0.999573,76.5504,54.6427,21.9077,28.8294,1.49019,0
639,188,9395,Pion,1.0,1.0,0.999883,41.2866,-9.01773,50.3043,143.41,0.869858,0
640,151,7533,Pion,1.0,1.0,0.998938,26.7503,23.2133,3.53697,27.4264,1.95216,0
641,262,13056,Pion,1.0,0.0,0.529011,79.8619,117.39,37.5281,54.694,0.533754,0
642,152,7567,Pion,1.0,1.0,0.86911,62.0357,-98.874,160.91,223.398,1.35475,0
643,213,10610,Pion,1.0,0.0,0.69126,-83.2255,-73.8144,9.41109,13.1771,0.429927,0
644,142,7068,Pion,1.0,1.0,0.999928,-57.9739,-56.3253,1.64859,8.8565,1.42953,0
645,131,6509,Pion,1.0,0.0,0.738338,-69.2305,-115.777,46.5468,71.635,1.78303,0
646,130,6498,Pion,1.0,0.0,0.684357,-28.5349,-115.451,86.9162,157.647,1.02562,0
647,196,9775,Pion,1.0,1.0,0.985218,21.6533,-27.0785,48.7319,57.3331,0.590515,0
648,184,9189,Pion,1.0,1.0,0.998633,65.0664,80.1295,15.0631,16.5774,0.368547,0
649,211,10517,Pion,1.0,1.0,0.550513,91.471,81.0021,10.4688,49.5344,0.301547,0
650,213,10607,Pion,1.0,1.0,0.507279,17.4224,14.0644,3.35801,42.7539,1.97724,0
651,149,7449,Pion,1.0,1.0,0.998243,-63.8392,-84.2755,20.4362,55.3841,1.76994,0
652,184,9151,Pion,1.0,1.0,0.984482,-86.2809,-83.6563,2.62461,12.2526,1.10748,0
653,149,7432,Pion,1.0,1.0,0.961765,-2.46088,-1.16652,1.29436,38.0736,0.772931,0
654,211,10550,Pion,1.0,1.0,0.977929,-85.5292,-59.4007,26.1285,67.3443,0.403798,0
655,268,13374,Pion,1.0,0.0,0.708775,-4.04204,8.39961,12.4416,16.1488,1.98794,0
656,229,11426,Pion,1.0,0.0,0.94714,55.2889,68.686,13.3971,122.052,1.40082,0
657,137,6838,Pion,1.0,1.0,0.991335,37.109,11.4748,25.6342,28.931,0.326759,0
658,209,10429,Pion,1.0,1.0,0.980039,-109.341,-77.152,32.1891,33.2521,1.37255,0
659,206,10276,Pion,1.0,1.0,0.939987,-73.6283,-76.2856,2.65731,5.62787,0.279992,0
660,195,9734,Pion,1.0,1.0,0.989908,34.8818,16.262,18.6198,39.5712,0.403983,0
661,137,6847,Pion,1.0,1.0,0.934058,35.2744,40.0558,4.78136,10.0695,0.919668,0
662,139,6904,Pion,1.0,1.0,0.998509,-34.822,-93.4546,58.6326,83.3482,1.73428,0
663,140,6985,Pion,1.0,1.0,0.999755,-96.2582,-58.1263,38.1319,44.743,1.3436,0
664,145,7219,Pion,1.0,1.0,0.966635,-37.9045,-42.6211,4.71664,22.7895,0.535701,0
665,263,13121,Pion,1.0,1.0,0.847412,-115.548,-79.0608,36.4873,52.2302,1.72462,0
666,132,6552,Pion,1.0,0.0,0.615362,-92.2672,-69.4899,22.7773,94.8573,1.29505,0
667,147,7311,Pion,1.0,1.0,0.993592,42.18,37.8696,4.31031,13.2058,1.12624,0
668,215,10746,Pion,1.0,0.0,0.949612,-53.0834,-115.527,62.444,121.873,1.2256,0
669,208,10395,Pion,1.0,1.0,0.992795,32.9085,49.6994,16.7909,77.7044,1.0331,0
670,130,6461,Pion,1.0,1.0,0.81866,14.3,66.8288,52.5289,83.3372,0.516971,0
671,130,6461,Pion,1.0,1.0,0.81866,13.5708,-34.6054,48.1762,72.4839,0.516971,0
672,224,11174,Pion,1.0,1.0,0.997353,-105.197,-85.4973,19.6997,49.8733,0.55185,0
673,157,7850,Pion,1.0,0.0,0.702444,-76.1834,-81.5103,5.32687,30.0679,0.918892,0
674,157,7850,Pion,1.0,0.0,0.702444,-76.0729,-74.4692,1.60363,7.81088,0.918892,0
675,144,7183,Pion,1.0,1.0,0.879993,7.78401,56.4941,48.7101,55.2747,0.547007,0
676,265,13223,Pion,1.0,1.0,0.999621,88.7284,75.0621,13.6663,19.083,0.218739,0
677,211,10536,Pion,1.0,1.0,0.841934,67.9021,77.4249,9.52279,24.8966,0.50533,0
678,273,13618,Pion,1.0,1.0,0.999461,116.872,93.0343,23.8373,46.3388,1.46199,0
679,197,9848,Pion,1.0,1.0,0.943338,58.6034,53.8164,4.78693,11.8004,1.71104,0
680,157,7846,Pion,1.0,1.0,0.982765,114.773,106.601,8.17231,10.4788,1.22243,0
681,157,7846,Pion,1.0,1.0,0.982765,114.617,111.016,3.60124,4.00025,1.22243,0
682,98,4859,Pion,1.0,0.0,0.756098,100.792,6.74168,94.0507,110.701,0.521638,0
683,147,7310,Pion,1.0,0.0,0.757281,80.3914,117.305,36.9139,53.3572,1.33812,0
684,226,11277,Pion,1.0,0.0,0.877948,-36.6174,-20.3481,16.2693,23.6238,0.242954,0
685,229,11421,Pion,1.0,0.0,0.723482,68.0364,96.4992,28.4628,38.1648,1.14028,0
686,195,9727,Pion,1.0,1.0,0.892842,-27.6227,-26.5589,1.0638,97.193,0.788678,0
687,184,9197,Pion,1.0,1.0,0.9913,-19.2905,7.69052,26.981,32.8036,0.656374,0
688,195,9739,Pion,1.0,1.0,0.805432,47.2568,32.8462,14.4106,38.4691,0.36912,0
689,227,11347,Pion,1.0,1.0,0.984958,-62.6513,-52.3869,10.2645,59.5494,0.447511,0
690,209,10415,Pion,1.0,1.0,0.999229,70.3094,30.1294,40.18,49.081,0.288594,0
691,142,7057,Pion,1.0,1.0,0.992255,-64.7425,-69.6472,4.90461,75.0023,1.13761,0
692,184,9186,Pion,1.0,1.0,0.997238,-44.5016,-42.7078,1.79374,7.14276,0.796198,0
693,151,7504,Pion,1.0,0.0,0.744741,-90.8851,-103.354,12.4688,38.7908,0.322536,0
694,203,10134,Pion,1.0,1.0,0.999479,4.48171,19.7961,15.3144,32.4163,1.34299,0
695,229,11427,Pion,1.0,1.0,0.959191,61.6827,81.2958,19.6131,25.3996,0.331083,0
696,157,7805,Pion,1.0,1.0,0.954183,7.68568,-34.1318,41.8175,63.6539,0.519211,0
697,203,10101,Pion,1.0,1.0,0.50655,40.2954,82.794,42.4987,55.7089,0.939819,0
698,152,7579,Pion,1.0,1.0,0.637899,94.5704,70.6093,23.9611,25.831,0.697061,0
699,197,9809,Pion,1.0,1.0,0.850362,-41.4912,-46.7164,5.22517,10.1306,0.19367,0
700,136,6777,Pion,1.0,1.0,0.999788,-20.6072,-68.9047,48.2975,103.81,0.620481,0
701,200,9966,Pion,1.0,1.0,0.98164,-35.8594,-29.4295,6.42987,7.83563,0.429267,0
702,225,11235,Pion,1.0,0.0,0.915538,16.714,55.5653,38.8513,93.4397,0.770317,0
703,131,6513,Pion,1.0,1.0,0.986176,67.7473,64.243,3.50431,11.385,1.61149,0
704,191,9531,Pion,1.0,0.0,0.761489,117.5,77.8361,39.6635,46.5945,1.57756,0
705,202,10072,Pion,1.0,0.0,0.9357,-39.3109,-3.46648,35.8444,94.1497,1.92865,0
706,153,7638,Pion,1.0,1.0,0.865125,-55.4392,-88.6496,33.2104,100.95,0.488103,0
707,211,10508,Pion,1.0,0.0,0.684674,27.9046,27.7647,0.139896,4.26461,1.80294,0
708,148,7388,Pion,1.0,1.0,0.994866,46.1662,63.7954,17.6292,20.0596,0.47244,0
709,191,9533,Pion,1.0,1.0,0.993532,-6.52801,-65.0853,58.5573,79.3941,1.15201,0
710,152,7586,Pion,1.0,0.0,0.920964,-87.4656,-81.3021,6.16349,49.2427,0.849904,0
711,152,7586,Pion,1.0,0.0,0.920964,-87.3088,-85.8747,1.43414,1.63674,0.849904,0
712,263,13138,Pion,1.0,1.0,0.997526,-47.6477,-40.8909,6.75674,23.8069,0.326753,0
713,138,6895,Pion,1.0,1.0,0.98352,49.692,79.8615,30.1695,37.1008,0.470693,0
714,140,6983,Pion,1.0,0.0,0.953455,-20.006,-44.5698,24.5638,100.878,1.1024,0
715,230,11483,Pion,1.0,1.0,0.906153,-82.0056,-73.3574,8.6482,10.7716,1.29016,0
716,219,10904,Pion,1.0,1.0,0.999191,20.3747,-20.5716,40.9463,49.683,1.0694,0
717,266,13268,Pion,1.0,1.0,0.998831,-58.3654,-79.9303,21.5648,85.2489,0.67673,0
718,158,7863,Pion,1.0,0.0,0.566061,98.8067,74.4892,24.3175,84.3927,1.34267,0
719,207,10307,Pion,1.0,0.0,0.92804,-61.2805,-73.9415,12.6611,81.8892,1.01855,0
720,207,10307,Pion,1.0,0.0,0.92804,-58.8019,-63.3417,4.53979,14.9352,1.01855,0
721,269,13449,Pion,1.0,1.0,0.920494,40.5381,39.8959,0.642151,21.7962,0.656074,0
722,200,9960,Pion,1.0,1.0,0.995961,-49.1676,-67.3449,18.1773,32.9809,0.273941,0
723,140,6986,Pion,1.0,1.0,0.999954,-61.4075,-59.7551,1.65244,83.8962,0.760731,0
724,190,9451,Pion,1.0,0.0,0.707559,-39.8854,-23.8499,16.0355,18.2538,0.217137,0
725,98,4863,Pion,1.0,1.0,0.998772,28.9308,41.6013,12.6704,23.2312,1.87048,0
726,202,10068,Pion,1.0,1.0,0.991728,21.1692,-17.2557,38.4249,58.0265,0.390322,0
727,142,7056,Pion,1.0,1.0,0.999194,27.4906,3.61921,23.8714,59.7573,1.82864,0
728,258,12861,Pion,1.0,1.0,0.994464,50.0174,19.1409,30.8765,35.3384,0.82515,0
729,212,10561,Pion,1.0,0.0,0.689748,-30.1298,-26.0651,4.06474,6.09204,1.92918,0
730,269,13441,Pion,1.0,1.0,0.9998,-40.9398,-78.4414,37.5015,108.663,1.43627,0
731,143,7114,Pion,1.0,0.0,0.804193,117.24,45.9306,71.3098,85.3158,1.85503,0
732,146,7260,Pion,1.0,1.0,0.763601,-42.016,1.85947,43.8755,58.6203,0.643432,0
733,204,10174,Pion,1.0,1.0,0.528531,17.8776,1.33912,16.5385,149.009,0.883405,0
734,204,10174,Pion,1.0,1.0,0.528531,17.9595,19.296,1.3365,9.24634,0.883405,0
735,140,6966,Pion,1.0,1.0,0.999891,-32.254,-32.9514,0.697388,11.3217,0.517435,0
736,204,10154,Pion,1.0,1.0,0.996944,-42.8923,-30.5185,12.3739,91.574,1.17364,0
737,200,9971,Pion,1.0,1.0,0.624098,73.534,83.4914,9.95743,26.6382,0.244571,0
738,200,9971,Pion,1.0,1.0,0.624098,73.3532,72.4902,0.863037,2.36555,0.244571,0
739,204,10194,Pion,1.0,1.0,0.999696,-3.05835,-52.9541,49.8958,100.254,1.89332,0
740,206,10279,Pion,1.0,1.0,0.952053,-115.624,-114.377,1.24699,8.19566,1.42903,0
741,136,6789,Pion,1.0,0.0,0.931034,-40.9394,-112.66,71.7207,158.324,0.923108,0
742,140,6987,Pion,1.0,1.0,0.980263,-115.564,-74.737,40.8268,87.6333,1.65636,0
743,232,11553,Pion,1.0,1.0,0.999027,-71.0817,-58.1396,12.9421,22.869,1.94797,0
744,269,13405,Pion,1.0,0.0,0.701895,39.3889,40.3171,0.928211,8.02777,0.994971,0
745,187,9303,Pion,1.0,1.0,0.990061,-19.1298,-13.4615,5.66838,23.4621,1.88093,0
746,137,6839,Pion,1.0,1.0,0.98402,82.1375,89.9418,7.8043,17.6252,0.215522,0
747,220,10983,Pion,1.0,1.0,0.999937,-77.1713,-76.2108,0.96048,5.74239,1.40343,0
748,214,10679,Pion,1.0,1.0,0.995505,-7.37712,21.0247,28.4018,75.0185,1.06569,0
749,189,9450,Pion,1.0,1.0,0.993198,-41.3682,-49.4749,8.10668,14.0147,0.221214,0
750,157,7832,Pion,1.0,0.0,0.719016,-41.0198,-48.8875,7.86771,25.4532,1.00327,0
751,184,9159,Pion,1.0,1.0,0.823403,-10.2042,-8.14304,2.06118,9.68107,1.2527,0
752,271,13550,Pion,1.0,1.0,0.996875,-49.0901,-46.3941,2.69599,9.81716,0.394623,0
753,140,6965,Pion,1.0,1.0,0.997629,23.1295,19.1467,3.98274,14.9229,0.371642,0
754,197,9844,Pion,1.0,1.0,0.998155,-66.2703,-69.7279,3.45759,8.81969,1.10008,0
755,196,9769,Pion,1.0,1.0,0.996064,74.697,-18.0491,92.7462,101.951,0.409645,0
756,205,10204,Pion,1.0,1.0,0.755968,-73.2958,-51.8447,21.4511,67.4604,0.601724,0
757,194,9679,Pion,1.0,0.0,0.960503,-69.7008,61.1577,130.858,204.234,1.71416,0
758,269,13428,Pion,1.0,1.0,0.999542,-116.27,-90.534,25.7361,40.1222,1.73535,0
759,138,6894,Pion,1.0,1.0,0.995126,-3.89751,8.74252,12.64,13.1029,0.226537,0
760,210,10457,Pion,1.0,0.0,0.753326,-81.7118,-61.9898,19.722,29.7595,1.87328,0
761,137,6813,Pion,1.0,1.0,0.999423,-9.11178,9.98291,19.0947,21.8043,0.502701,0
762,130,6465,Pion,1.0,1.0,0.934167,-115.474,46.0861,161.561,197.564,1.92768,0
763,150,7486,Pion,1.0,1.0,0.825905,-91.8723,-52.9673,38.905,104.699,1.81335,0
764,183,9142,Pion,1.0,1.0,0.982525,104.744,49.134,55.6098,108.43,0.530375,0
765,264,13192,Pion,1.0,1.0,0.997965,54.6957,-9.2872,63.9829,67.8518,1.78573,0
766,133,6632,Pion,1.0,1.0,0.999843,52.0756,80.5506,28.475,175.554,1.16993,0
767,182,9065,Pion,1.0,1.0,0.99292,86.1862,77.4848,8.70141,58.4635,0.5213,0
768,196,9757,Pion,1.0,1.0,0.997974,5.42083,1.21621,4.20462,5.32583,0.880892,0
769,218,10859,Pion,1.0,1.0,0.791005,-64.2635,-62.3752,1.88829,5.65787,0.177301,0
770,263,13117,Pion,1.0,0.0,0.674642,-10.8302,-115.641,104.811,120.392,1.01626,0
771,263,13117,Pion,1.0,0.0,0.674642,-79.4066,-82.7707,3.36415,4.99452,1.01626,0
772,269,13427,Pion,1.0,1.0,0.541498,97.2904,83.3611,13.9293,39.6164,0.881181,0
773,206,10272,Pion,1.0,1.0,0.759958,-44.6463,-8.16512,36.4812,69.8748,0.385233,0
774,229,11439,Pion,1.0,1.0,0.999655,-5.43301,-6.87507,1.44206,55.2532,1.19493,0
775,132,6575,Pion,1.0,1.0,0.759302,-82.2791,-13.2035,69.0755,135.638,1.36249,0
776,215,10730,Pion,1.0,1.0,0.963156,-78.4134,-54.2458,24.1675,131.264,0.581466,0
777,230,11458,Pion,1.0,1.0,0.998165,-62.8728,-26.9998,35.8729,51.5945,0.949377,0
778,193,9634,Pion,1.0,1.0,0.908328,-34.4034,-95.4142,61.0109,83.5927,0.823474,0
779,207,10318,Pion,1.0,0.0,0.786877,11.8539,9.08891,2.76494,32.68,1.55051,0
780,269,13407,Pion,1.0,1.0,0.869918,93.704,104.84,11.136,23.7247,0.416596,0
781,205,10219,Pion,1.0,0.0,0.695649,-86.1272,-115.156,29.0284,29.253,0.648341,0
782,260,12952,Pion,1.0,0.0,0.919057,33.5822,13.2047,20.3775,78.9666,0.352665,0
783,215,10743,Pion,1.0,1.0,0.883301,53.7696,99.7341,45.9645,198.965,0.623591,0
784,151,7520,Pion,1.0,1.0,0.994695,26.5966,17.3581,9.23854,12.9989,0.203272,0
785,137,6836,Pion,1.0,1.0,0.999932,43.6043,39.5178,4.08646,4.11679,1.03711,0
786,157,7814,Pion,1.0,1.0,0.801333,3.97343,20.8342,16.8607,55.1854,0.38492,0
787,183,9141,Pion,1.0,1.0,0.687946,-52.7849,-78.5754,25.7905,27.4239,0.496159,0
788,258,12871,Pion,1.0,1.0,0.723178,2.87352,-14.2417,17.1152,77.2916,1.91306,0
789,267,13314,Pion,1.0,0.0,0.754777,-2.343,-10.9243,8.5813,16.1808,0.711546,0
790,224,11151,Pion,1.0,1.0,0.999311,88.5549,96.8537,8.29874,53.1932,0.724491,0
791,139,6947,Pion,1.0,1.0,0.999991,-9.3983,-16.3082,6.90991,36.367,1.80942,0
792,131,6506,Pion,1.0,1.0,0.987654,-88.3802,-82.6752,5.70503,21.6385,0.797982,0
793,144,7192,Pion,1.0,1.0,0.997203,60.2883,31.7022,28.5861,95.6984,0.897495,0
794,224,11199,Pion,1.0,1.0,0.999848,37.1002,30.0801,7.0201,50.1073,1.18074,0
795,184,9175,Pion,1.0,1.0,0.998048,-5.19208,-115.318,110.126,167.767,1.61762,0
796,231,11519,Pion,1.0,1.0,0.856337,-115.631,-113.765,1.86642,4.21261,0.244786,0
797,147,7331,Pion,1.0,1.0,0.990257,2.34879,-55.637,57.9857,226.44,0.949682,0
798,188,9374,Pion,1.0,1.0,0.588163,105.31,101.478,3.83227,6.41401,0.287258,0
799,146,7269,Pion,1.0,0.0,0.877294,117.504,57.0356,60.4682,87.4445,1.84577,0
800,235,11721,Pion,1.0,0.0,0.76571,117.405,91.9333,25.4722,29.8994,1.49821,0
801,182,9086,Pion,1.0,1.0,0.976695,10.8159,-8.11253,18.9284,47.3079,0.944332,0
802,157,7813,Pion,1.0,1.0,0.999694,10.6624,-0.789934,11.4524,36.6103,1.75017,0
803,273,13616,Pion,1.0,1.0,0.99982,-91.1611,118.619,209.78,235.016,1.76142,0
804,201,10021,Pion,1.0,1.0,0.996276,-95.8411,-71.2552,24.586,25.8325,1.58189,0
805,225,11225,Pion,1.0,0.0,0.713134,77.3125,120.678,43.3652,48.645,1.96435,0
806,265,13248,Pion,1.0,0.0,0.922784,117.558,41.6758,75.8827,104.898,0.658928,0
807,98,4889,Pion,1.0,0.0,0.746162,86.9703,117.444,30.4733,31.6124,0.711049,0
808,215,10734,Pion,1.0,0.0,0.686324,-38.2344,-32.8854,5.349,8.86832,1.38575,0
809,138,6879,Pion,1.0,1.0,0.829202,-28.4106,-0.721939,27.6886,156.783,1.84536,0
810,265,13244,Pion,1.0,1.0,0.999994,65.7334,82.2478,16.5144,23.3063,0.596642,0
811,228,11399,Pion,1.0,1.0,0.65913,95.5678,92.5871,2.98064,82.4987,0.357814,0
812,204,10162,Pion,1.0,1.0,0.897346,79.2702,45.9135,33.3567,42.7892,0.352164,0
813,204,10162,Pion,1.0,1.0,0.897346,105.9,78.8979,27.0018,29.4399,0.352164,0
814,225,11203,Pion,1.0,1.0,0.992989,-62.7305,-59.1444,3.58604,14.9587,0.611174,0
815,154,7680,Pion,1.0,1.0,0.991339,-11.1768,34.927,46.1038,90.3013,0.472981,0
816,136,6776,Pion,1.0,0.0,0.6231,117.231,81.3369,35.8945,165.831,1.18631,0
817,205,10222,Pion,1.0,1.0,0.999893,-7.64818,11.5222,19.1704,42.2825,1.16146,0
818,263,13111,Pion,1.0,1.0,0.999846,86.7382,85.988,0.750168,16.1946,1.85349,0
819,263,13111,Pion,1.0,1.0,0.999846,86.7451,88.6313,1.88613,2.88035,1.85349,0
820,193,9627,Pion,1.0,1.0,0.619258,117.402,75.0219,42.3798,84.9477,1.74773,0
821,222,11053,Pion,1.0,1.0,0.541789,-97.9718,-115.536,17.5641,18.4073,1.99906,0
822,215,10732,Pion,1.0,1.0,0.998448,-73.4068,-49.6671,23.7397,114.221,1.36924,0
823,158,7881,Pion,1.0,1.0,0.999708,15.1884,1.46997,13.7184,81.811,1.63655,0
824,156,7789,Pion,1.0,1.0,0.883416,-83.4686,-78.6655,4.80305,23.0525,0.865346,0
825,140,6952,Pion,1.0,1.0,0.797245,-27.1012,-31.9049,4.80366,145.071,1.9111,0
826,145,7217,Pion,1.0,1.0,0.999871,64.7227,12.4285,52.2942,66.8149,1.52325,0
827,208,10366,Pion,1.0,1.0,0.758191,14.1475,-11.0309,25.1784,58.3779,0.360225,0
828,208,10366,Pion,1.0,1.0,0.758191,23.4481,11.9577,11.4904,24.2509,0.360225,0
829,269,13447,Pion,1.0,1.0,0.997327,66.0783,-45.9159,111.994,133.392,1.3713,0
830,265,13234,Pion,1.0,1.0,0.991255,-70.6865,28.7676,99.4542,189.464,1.25943,0
831,153,7621,Pion,1.0,1.0,0.99818,-2.23706,29.0216,31.2587,52.3377,1.0614,0
832,130,6492,Pion,1.0,0.0,0.602436,-93.9305,-65.271,28.6595,49.2097,0.376096,0
833,212,10554,Pion,1.0,0.0,0.701342,67.7433,74.7304,6.98709,42.0675,0.404659,0
834,212,10554,Pion,1.0,0.0,0.701342,67.8146,66.0071,1.80749,18.8168,0.404659,0
835,262,13055,Pion,1.0,1.0,0.964517,11.1194,-2.44847,13.5679,35.5563,0.344467,0
836,130,6493,Pion,1.0,1.0,0.733191,81.0796,111.172,30.0919,67.5774,0.938084,0
837,223,11107,Pion,1.0,0.0,0.674565,-7.05903,-5.38248,1.67655,46.8392,1.81041,0
838,182,9095,Pion,1.0,1.0,0.996923,-80.197,-85.0708,4.87381,29.727,1.42074,0
839,133,6603,Pion,1.0,1.0,0.987832,50.0295,19.0755,30.9539,99.3228,1.55332,0
840,259,12921,Pion,1.0,0.0,0.833744,-45.1446,-42.1653,2.97938,50.1418,1.12968,0
841,267,13329,Pion,1.0,1.0,0.968613,95.8562,46.3823,49.4738,171.872,0.918552,0
842,264,13172,Pion,1.0,1.0,0.918608,-45.6891,-6.54747,39.1416,49.5155,1.61165,0
843,187,9313,Pion,1.0,1.0,0.943475,116.095,86.3828,29.7119,31.3196,1.40805,0
844,212,10559,Pion,1.0,1.0,0.96966,1.12758,75.2401,74.1125,86.4309,0.54972,0
845,218,10897,Pion,1.0,0.0,0.875802,-89.0394,-67.7492,21.2902,65.9431,0.904603,0
846,157,7812,Pion,1.0,1.0,0.832286,71.0168,98.5209,27.5041,67.7309,0.925024,0
847,205,10245,Pion,1.0,1.0,0.9995,-81.3897,-80.8074,0.582245,34.2914,1.83715,0
848,158,7898,Pion,1.0,1.0,0.984208,54.9368,73.4327,18.4959,36.6235,0.285956,0
849,223,11121,Pion,1.0,0.0,0.838954,56.3349,57.3441,1.00911,6.77029,1.50788,0
850,266,13288,Pion,1.0,1.0,0.60894,-58.7045,-58.7478,0.0432777,40.6689,0.642069,0
851,143,7112,Pion,1.0,1.0,0.574168,-30.1291,-44.5732,14.4441,29.0507,0.773801,0
852,195,9721,Pion,1.0,0.0,0.895284,-115.064,-9.27891,105.785,130.19,0.69794,0
853,156,7798,Pion,1.0,1.0,0.53591,-74.3902,-63.1995,11.1907,34.5879,1.96369,0
854,191,9527,Pion,1.0,1.0,0.716673,117.339,89.4397,27.8996,33.8397,0.673884,0
855,131,6544,Pion,1.0,1.0,0.99917,-29.11,25.1361,54.2461,111.533,1.26474,0
856,228,11398,Pion,1.0,1.0,0.83367,-25.3457,16.4713,41.817,94.6385,0.652824,0
857,139,6926,Pion,1.0,0.0,0.674619,-115.396,-2.44587,112.95,119.375,0.504763,0
858,144,7195,Pion,1.0,1.0,0.748565,55.4629,116.006,60.5432,74.4626,0.68681,0
859,224,11189,Pion,1.0,1.0,0.96282,-60.1862,-46.0151,14.1711,36.1752,1.00024,0
860,202,10062,Pion,1.0,1.0,0.995077,32.2851,44.4851,12.2,32.0448,1.1949,0
861,202,10062,Pion,1.0,1.0,0.995077,34.2937,37.645,3.35128,4.25093,1.1949,0
862,218,10870,Pion,1.0,1.0,0.976912,-19.9278,-40.879,20.9512,25.2762,0.813398,0
863,229,11429,Pion,1.0,1.0,0.998831,1.34082,7.61678,6.27596,44.4174,0.454304,0
864,266,13260,Pion,1.0,1.0,0.9999,-66.4369,-55.8811,10.5558,14.3344,0.642165,0
865,233,11617,Pion,1.0,1.0,0.99999,-60.0727,-68.0484,7.97571,39.7643,1.78859,0
866,133,6633,Pion,1.0,0.0,0.700253,69.4987,77.8465,8.34781,10.7967,1.73602,0
867,158,7883,Pion,1.0,1.0,0.801408,72.0343,68.4887,3.54557,30.6602,0.267493,0
868,150,7491,Pion,1.0,0.0,0.785457,117.4,85.2214,32.1789,50.743,0.654132,0
869,233,11601,Pion,1.0,1.0,0.999979,-83.7624,-74.0228,9.73961,64.8421,1.05863,0
870,216,10753,Pion,1.0,1.0,0.995223,-91.0402,-82.3755,8.66476,43.5444,0.964895,0
871,213,10632,Pion,1.0,1.0,0.997348,-30.3605,7.39567,37.7561,100.359,1.25552,0
872,204,10179,Pion,1.0,1.0,0.995756,14.2236,13.2096,1.01406,6.32314,0.187704,0
873,186,9253,Pion,1.0,0.0,0.696581,-86.6141,-95.217,8.60291,13.3188,0.201339,0
874,217,10836,Pion,1.0,1.0,0.999775,-70.3043,-112.755,42.4506,64.7613,0.917818,0
875,216,10783,Pion,1.0,1.0,0.996475,-18.7106,0.0420912,18.7527,78.6641,1.03136,0
876,201,10039,Pion,1.0,1.0,0.807545,-37.2598,-54.0343,16.7746,73.9857,1.26342,0
877,201,10039,Pion,1.0,1.0,0.807545,-23.868,-37.2415,13.3735,57.6899,1.26342,0
878,201,10027,Pion,1.0,1.0,0.999796,21.3166,10.2272,11.0894,19.4601,1.1541,0
879,206,10287,Pion,1.0,1.0,0.999595,41.8371,70.5452,28.7081,95.33,0.986193,0
880,148,7381,Pion,1.0,1.0,0.999758,-59.1346,-38.186,20.9486,41.5647,1.84087,0
881,219,10912,Pion,1.0,1.0,0.999728,-109.921,-86.9015,23.0192,54.3385,1.16301,0
882,230,11451,Pion,1.0,1.0,0.996942,16.0623,-23.7386,39.801,44.9844,1.13794,0
883,202,10092,Pion,1.0,1.0,0.930765,-39.6162,-85.4139,45.7977,57.0481,0.548417,0
884,202,10092,Pion,1.0,1.0,0.930765,-39.2874,-41.2752,1.98776,37.4799,0.548417,0
885,183,9123,Pion,1.0,0.0,0.720219,-78.5604,-103.439,24.8788,42.3121,0.886203,0
886,97,4805,Pion,1.0,1.0,0.992762,26.4318,-24.8116,51.2435,63.8165,0.823323,0
887,206,10270,Pion,1.0,1.0,0.994087,21.5493,49.5246,27.9752,96.9501,0.640112,0
888,259,12906,Pion,1.0,0.0,0.827939,117.256,86.7544,30.5018,47.7848,1.60767,0
889,211,10513,Pion,1.0,1.0,0.986025,3.52062,8.67271,5.15208,7.32093,0.992897,0
890,97,4848,Pion,1.0,1.0,0.998225,-26.878,-32.713,5.83499,8.96274,0.190126,0
891,131,6534,Pion,1.0,1.0,0.97382,59.8947,64.287,4.39231,4.51538,1.58531,0
892,188,9377,Pion,1.0,1.0,0.999924,4.55437,5.84266,1.28829,15.2536,1.45929,0
893,190,9462,Pion,1.0,0.0,0.730288,-56.2155,-115.374,59.1589,70.9598,0.900822,0
894,98,4884,Pion,1.0,1.0,0.990104,35.9587,53.3957,17.437,18.0222,0.214627,0
895,210,10455,Pion,1.0,1.0,0.999951,-19.607,37.8386,57.4456,60.1609,1.68574,0
896,267,13341,Pion,1.0,1.0,0.995238,107.346,24.1729,83.1732,151.375,0.953498,0
897,150,7469,Pion,1.0,1.0,0.783727,49.6664,2.06192,47.6045,49.0,1.95595,0
898,182,9062,Pion,1.0,1.0,0.953123,68.9637,43.4937,25.47,45.7533,1.65474,0
899,205,10249,Pion,1.0,1.0,0.998057,69.479,74.1025,4.6235,46.7739,1.65084,0
900,200,9983,Pion,1.0,0.0,0.913806,33.357,24.2488,9.1082,99.7202,0.626683,0
901,156,7755,Pion,1.0,1.0,0.61368,-59.4875,-56.4823,3.00517,135.801,1.57834,0
902,141,7018,Pion,1.0,1.0,0.588729,-33.1902,-52.0316,18.8415,112.782,1.15045,0
903,141,7018,Pion,1.0,1.0,0.588729,-33.2137,-25.9951,7.21857,74.7347,1.15045,0
904,131,6550,Pion,1.0,1.0,0.832088,-32.3753,-12.2063,20.1691,138.62,0.457836,0
905,154,7659,Pion,1.0,1.0,0.866543,-55.3098,-54.8289,0.480843,28.8094,1.75509,0
906,154,7659,Pion,1.0,1.0,0.866543,-55.5005,-55.4057,0.0947838,10.7276,1.75509,0
907,261,13019,Pion,1.0,1.0,0.990327,-53.4028,-115.489,62.0865,62.4621,1.5223,0
