,Subrun,Event,Type,Num,Pred,Prob,ystart,yend,ydiff,length
1092,259,12901,Muon,0.0,0.0,0.851202,-63.9695,-52.8601,11.1094,23.8998
1093,217,10845,Muon,0.0,1.0,0.658869,6.2282,-30.8239,37.0521,45.6999
1094,226,11252,Muon,0.0,0.0,0.95371,8.4497,27.3078,18.8581,109.13
1095,186,9296,Muon,0.0,0.0,0.813227,27.0053,5.18147,21.8238,137.429
1096,276,13787,Muon,0.0,0.0,0.763692,-88.7899,-86.6178,2.17213,13.7164
1097,263,13143,Muon,0.0,0.0,0.955347,50.5982,113.145,62.5469,185.917
1098,266,13289,Muon,0.0,0.0,0.921324,-115.365,-14.8168,100.548,221.981
1099,289,14449,Muon,0.0,0.0,0.86616,-58.6874,-13.8453,44.8421,78.591
1100,364,18183,Muon,0.0,1.0,0.856672,90.0143,99.741,9.72677,19.6698
1101,364,18183,Muon,0.0,1.0,0.856672,86.2673,82.8411,3.42624,19.0421
1102,264,13179,Muon,0.0,0.0,0.951525,117.234,25.1302,92.1037,171.021
1103,264,13179,Muon,0.0,0.0,0.951525,117.447,117.249,0.198433,2.9219
1104,188,9363,Muon,0.0,0.0,0.879119,117.548,68.561,48.9866,71.4459
1105,386,19251,Muon,0.0,1.0,0.841238,-44.6665,-104.047,59.3804,62.8147
1106,211,10518,Muon,0.0,0.0,0.938414,-52.0666,-16.2153,35.8512,115.454
1107,239,11941,Muon,0.0,0.0,0.809707,-2.29846,-10.103,7.80453,28.1328
1108,239,11941,Muon,0.0,0.0,0.809707,-13.5587,-19.6559,6.09719,6.84672
1109,260,12980,Muon,0.0,0.0,0.779616,-115.563,-83.7442,31.8192,37.8709
1110,265,13227,Muon,0.0,0.0,0.776748,-71.1489,-115.479,44.3304,50.777
1111,257,12818,Muon,0.0,0.0,0.962977,79.541,63.6682,15.8728,301.838
1112,349,17429,Muon,0.0,0.0,0.943489,98.5861,6.11941,92.4666,120.937
1113,152,7553,Muon,0.0,0.0,0.819528,-92.6526,-115.615,22.9627,37.4548
1114,266,13290,Muon,0.0,1.0,0.55533,-114.023,-54.9215,59.1017,282.675
1115,223,11104,Muon,0.0,0.0,0.706523,35.5206,-35.3594,70.8801,616.065
1116,241,12046,Muon,0.0,0.0,0.754458,-54.5917,-56.6809,2.0892,28.1122
1117,273,13630,Muon,0.0,0.0,0.953798,117.408,85.7506,31.6578,203.313
1118,220,10997,Muon,0.0,0.0,0.953337,-95.6354,16.9303,112.566,197.621
1119,264,13186,Muon,0.0,0.0,0.625164,109.062,108.249,0.812714,3.19174
1120,251,12507,Muon,0.0,0.0,0.583549,-115.322,-5.46131,109.861,128.022
1121,267,13325,Muon,0.0,0.0,0.908981,-115.454,22.1264,137.58,726.181
1122,265,13242,Muon,0.0,0.0,0.915601,-1.33784,18.4443,19.7821,63.1533
1123,265,13242,Muon,0.0,0.0,0.915601,-1.57112,-5.27023,3.69911,14.2927
1124,364,18172,Muon,0.0,0.0,0.917328,-51.6232,-43.1662,8.45695,81.8297
1125,229,11420,Muon,0.0,0.0,0.57687,-7.39068,-54.6808,47.2901,96.6031
1126,283,14126,Muon,0.0,0.0,0.932117,-82.1302,0.0798238,82.2101,120.459
1127,264,13198,Muon,0.0,0.0,0.888291,39.2978,106.441,67.1429,87.7343
1128,170,8485,Muon,0.0,1.0,0.781661,-7.25147,0.0239844,7.27546,27.9653
1129,379,18937,Muon,0.0,0.0,0.679464,27.912,84.1867,56.2747,99.9256
1130,231,11535,Muon,0.0,0.0,0.902796,-29.9862,-9.33297,20.6532,145.244
1131,256,12751,Muon,0.0,0.0,0.865062,113.92,3.66995,110.25,165.521
1132,349,17408,Muon,0.0,0.0,0.865974,82.2906,117.456,35.1652,73.5019
1133,261,13005,Muon,0.0,0.0,0.91176,117.327,53.1279,64.1993,91.0283
1134,281,14030,Muon,0.0,0.0,0.831339,-115.447,62.7676,178.215,184.488
1135,284,14193,Muon,0.0,0.0,0.684918,-114.63,10.6541,125.284,272.352
1136,366,18256,Muon,0.0,0.0,0.961337,-67.3316,31.375,98.7066,249.32
1137,276,13776,Muon,0.0,0.0,0.95218,-104.326,22.5561,126.882,165.668
1138,276,13776,Muon,0.0,0.0,0.95218,-104.819,-115.866,11.0472,16.0762
1139,379,18936,Muon,0.0,0.0,0.800669,-38.2368,-77.4337,39.197,49.7876
1140,283,14140,Muon,0.0,0.0,0.942866,-37.8643,-13.0001,24.8642,98.1723
1141,285,14231,Muon,0.0,0.0,0.846063,54.8565,64.4162,9.5597,46.5281
1142,220,10987,Muon,0.0,0.0,0.944048,14.8613,-9.62921,24.4905,428.624
1143,220,10987,Muon,0.0,0.0,0.944048,9.65389,27.3456,17.6917,20.4694
1144,281,14031,Muon,0.0,0.0,0.923826,61.6777,45.9833,15.6944,172.238
1145,242,12055,Muon,0.0,0.0,0.790345,74.426,74.0341,0.391968,3.08392
1146,242,12055,Muon,0.0,0.0,0.790345,75.8571,72.2878,3.56936,6.05879
1147,264,13157,Muon,0.0,0.0,0.739614,33.5609,31.4826,2.0783,5.42574
1148,389,19442,Muon,0.0,0.0,0.770196,76.5518,117.49,40.9377,45.8986
1149,237,11807,Muon,0.0,0.0,0.599687,36.7183,-12.3491,49.0675,248.451
1150,278,13892,Muon,0.0,0.0,0.721175,-115.509,-90.8473,24.6612,27.1729
1151,351,17535,Muon,0.0,0.0,0.941274,2.01594,-72.3313,74.3472,201.466
1152,343,17133,Muon,0.0,0.0,0.881817,6.26987,66.0608,59.7909,210.874
1153,343,17133,Muon,0.0,0.0,0.881817,7.55074,2.55669,4.99405,12.3988
1154,226,11255,Muon,0.0,0.0,0.781927,80.1605,65.3745,14.786,41.8963
1155,364,18160,Muon,0.0,0.0,0.703285,46.703,49.7206,3.01759,30.3958
1156,385,19239,Muon,0.0,0.0,0.603852,-24.3397,43.0509,67.3906,290.329
1157,247,12347,Muon,0.0,0.0,0.9365,-31.1423,-115.407,84.265,118.934
1158,242,12079,Muon,0.0,0.0,0.831423,-1.14157,-10.5257,9.38409,56.6243
1159,260,12960,Muon,0.0,0.0,0.738041,-115.342,-96.0508,19.2914,23.6495
1160,286,14287,Muon,0.0,0.0,0.823058,63.8917,37.7926,26.0991,32.9374
1161,257,12827,Muon,0.0,0.0,0.958339,117.424,4.0994,113.324,226.615
1162,205,10211,Muon,0.0,0.0,0.884769,35.266,117.379,82.1129,96.5761
1163,288,14399,Muon,0.0,0.0,0.775492,-31.4082,-41.3532,9.94505,24.0239
1164,386,19266,Muon,0.0,0.0,0.933383,-103.736,-45.3533,58.3828,98.8491
1165,203,10149,Muon,0.0,0.0,0.733834,-115.715,-59.9509,55.7641,57.1459
1166,242,12076,Muon,0.0,0.0,0.892448,53.8959,117.404,63.5077,92.7049
1167,101,5042,Muon,0.0,0.0,0.942462,111.016,2.97897,108.038,250.364
1168,188,9387,Muon,0.0,0.0,0.804086,117.47,69.3715,48.0984,89.3387
1169,277,13842,Muon,0.0,0.0,0.831828,61.6158,116.832,55.2163,66.4303
1170,280,13967,Muon,0.0,0.0,0.857027,114.073,-95.9994,210.072,219.81
1171,101,5009,Muon,0.0,0.0,0.828607,-63.1336,15.0557,78.1892,87.2278
1172,366,18293,Muon,0.0,0.0,0.949945,108.271,-28.6342,136.906,278.127
1173,222,11063,Muon,0.0,1.0,0.67721,-64.4987,-61.7719,2.72681,3.45127
1174,200,9984,Muon,0.0,0.0,0.824735,72.7836,55.216,17.5676,33.4056
1175,238,11862,Muon,0.0,0.0,0.952163,117.427,32.8745,84.5522,214.208
1176,237,11814,Muon,0.0,1.0,0.713567,29.6374,57.6165,27.9791,30.6125
1177,266,13279,Muon,0.0,0.0,0.94177,-48.7821,-115.41,66.6279,157.841
1178,249,12437,Muon,0.0,0.0,0.855162,117.357,-10.525,127.882,142.226
1179,263,13111,Muon,0.0,0.0,0.692851,-115.363,-89.7473,25.6158,29.5345
1180,265,13225,Muon,0.0,0.0,0.788019,-115.343,-84.9374,30.4051,42.0997
1181,257,12831,Muon,0.0,0.0,0.946357,52.543,-82.9985,135.541,177.147
1182,372,18582,Muon,0.0,0.0,0.963911,30.6743,-11.2694,41.9437,169.625
1183,386,19292,Muon,0.0,0.0,0.939794,-44.7461,-77.4024,32.6563,132.922
1184,386,19292,Muon,0.0,0.0,0.939794,-45.036,-45.9029,0.866905,5.18637
1185,203,10106,Muon,0.0,0.0,0.949721,24.4444,117.465,93.0202,128.022
1186,366,18280,Muon,0.0,0.0,0.924939,115.375,-14.7162,130.091,337.548
1187,196,9753,Muon,0.0,0.0,0.958985,93.1292,101.931,8.8017,467.489
1188,200,9955,Muon,0.0,1.0,0.923456,70.4611,-70.236,140.697,161.977
1189,325,16204,Muon,0.0,0.0,0.83138,-88.2552,-115.373,27.1178,43.2216
1190,231,11514,Muon,0.0,0.0,0.930736,8.38137,117.798,109.417,134.097
1191,203,10135,Muon,0.0,0.0,0.820977,117.025,63.4022,53.6228,64.3357
1192,262,13088,Muon,0.0,0.0,0.94384,-81.6581,-115.347,33.6888,84.0845
1193,137,6809,Muon,0.0,0.0,0.950341,-115.517,-58.4281,57.0887,181.041
1194,152,7587,Muon,0.0,0.0,0.950116,-87.9112,31.8176,119.729,173.512
1195,262,13096,Muon,0.0,0.0,0.937824,-21.177,113.692,134.869,199.337
1196,262,13096,Muon,0.0,0.0,0.937824,81.3408,84.1531,2.81233,4.48189
1197,377,18836,Muon,0.0,0.0,0.867721,-5.82488,18.1338,23.9587,61.6912
1198,275,13727,Muon,0.0,0.0,0.775584,71.2383,114.894,43.6553,50.0659
1199,137,6850,Muon,0.0,0.0,0.611649,74.0924,49.6915,24.4009,35.0911
1200,152,7569,Muon,0.0,0.0,0.956157,18.7429,42.7543,24.0114,168.792
1201,397,19802,Muon,0.0,0.0,0.947546,73.0617,59.876,13.1858,86.8713
1202,226,11262,Muon,0.0,0.0,0.564465,-75.6169,-115.44,39.8234,72.0988
1203,238,11885,Muon,0.0,0.0,0.956573,-18.2772,13.3866,31.6639,273.312
1204,281,14041,Muon,0.0,0.0,0.784591,72.7951,71.8081,0.987,4.13014
1205,281,14041,Muon,0.0,0.0,0.784591,73.3458,72.4694,0.876488,2.28269
1206,368,18371,Muon,0.0,0.0,0.803426,14.1942,-115.316,129.511,132.078
1207,268,13394,Muon,0.0,0.0,0.796853,-115.501,-92.214,23.2867,34.8137
1208,362,18088,Muon,0.0,0.0,0.852318,-115.629,32.9913,148.62,153.886
1209,182,9092,Muon,0.0,0.0,0.964397,117.4,-0.618213,118.019,373.354
1210,369,18416,Muon,0.0,0.0,0.94617,117.434,-11.1679,128.602,174.179
1211,277,13814,Muon,0.0,0.0,0.955342,-19.1223,-63.379,44.2566,216.486
1212,256,12769,Muon,0.0,0.0,0.925951,53.1639,-115.414,168.578,197.052
1213,383,19144,Muon,0.0,0.0,0.833467,91.4455,117.421,25.9751,54.3633
1214,267,13326,Muon,0.0,0.0,0.92593,31.0664,38.6863,7.6199,143.026
1215,267,13326,Muon,0.0,0.0,0.92593,30.8411,33.2361,2.39498,4.82712
1216,265,13212,Muon,0.0,0.0,0.960229,-35.1551,-115.734,80.5784,154.393
1217,231,11508,Muon,0.0,0.0,0.86194,-3.47759,-115.728,112.25,309.264
1218,211,10539,Muon,0.0,1.0,0.515018,50.8307,101.677,50.8467,142.647
1219,211,10539,Muon,0.0,1.0,0.515018,49.9505,52.4731,2.52266,3.73681
1220,258,12886,Muon,0.0,0.0,0.932061,-115.467,-73.44,42.0266,83.2379
1221,379,18941,Muon,0.0,0.0,0.96774,-4.20147,-115.52,111.319,330.786
1222,101,5007,Muon,0.0,0.0,0.899743,-26.1762,-52.7595,26.5833,235.025
1223,372,18566,Muon,0.0,0.0,0.942908,12.449,17.9813,5.53232,104.105
1224,220,10956,Muon,0.0,0.0,0.953407,5.75779,17.5357,11.7779,417.505
1225,385,19212,Muon,0.0,1.0,0.797961,-45.9097,-47.8805,1.97074,5.20068
1226,367,18330,Muon,0.0,0.0,0.962243,42.0088,47.2833,5.27448,183.709
1227,286,14273,Muon,0.0,0.0,0.647503,-75.1322,-76.1186,0.986404,11.0027
1228,286,14273,Muon,0.0,0.0,0.647503,-75.1544,-75.508,0.353653,2.51489
1229,200,9953,Muon,0.0,0.0,0.941818,-67.4146,-17.8768,49.5378,112.036
1230,7,305,Muon,0.0,0.0,0.961899,-115.49,-45.0711,70.4184,225.182
1231,233,11613,Muon,0.0,0.0,0.757446,-96.8159,30.9185,127.734,224.589
1232,263,13109,Muon,0.0,0.0,0.938839,28.3103,60.0111,31.7007,86.5647
1233,392,19591,Muon,0.0,0.0,0.719106,86.3812,117.489,31.1074,31.8583
1234,247,12333,Muon,0.0,0.0,0.815756,-115.388,-84.0575,31.3301,46.0965
1235,287,14313,Muon,0.0,0.0,0.965322,8.82275,-115.472,124.294,234.382
1236,204,10156,Muon,0.0,0.0,0.594654,47.1861,69.9006,22.7145,46.9751
1237,204,10156,Muon,0.0,0.0,0.594654,46.6828,51.3665,4.68369,6.05333
1238,269,13419,Muon,0.0,0.0,0.729121,67.4013,60.5652,6.83615,12.0313
1239,264,13189,Muon,0.0,0.0,0.86883,-115.474,-15.6815,99.7929,156.779
1240,399,19950,Muon,0.0,1.0,0.5204,-22.665,-33.937,11.272,13.7352
1241,285,14207,Muon,0.0,0.0,0.943644,117.445,62.2677,55.1778,93.6419
1242,199,9908,Muon,0.0,0.0,0.87844,116.993,-69.3412,186.335,336.15
1243,366,18275,Muon,0.0,0.0,0.856829,-115.686,-78.9732,36.7131,68.088
1244,364,18177,Muon,0.0,0.0,0.880106,-24.1535,117.392,141.545,154.228
1245,385,19226,Muon,0.0,0.0,0.77724,-95.8912,-115.342,19.4504,24.3811
1246,152,7591,Muon,0.0,0.0,0.75308,86.4315,-115.724,202.156,482.408
1247,364,18199,Muon,0.0,0.0,0.946271,110.03,-32.0212,142.051,163.086
1248,386,19297,Muon,0.0,0.0,0.792757,-115.41,-60.5841,54.8255,61.2268
1249,351,17537,Muon,0.0,0.0,0.666391,23.2681,94.5956,71.3276,128.836
1250,199,9932,Muon,0.0,0.0,0.944771,117.384,-36.3082,153.692,267.282
1251,270,13460,Muon,0.0,0.0,0.867379,-115.529,-31.3183,84.2109,101.649
1252,7,318,Muon,0.0,0.0,0.766579,30.1463,36.595,6.44863,18.9255
1253,283,14146,Muon,0.0,0.0,0.679959,-104.759,-91.1564,13.6023,46.7243
1254,283,14146,Muon,0.0,0.0,0.679959,-104.658,-104.831,0.172432,3.14695
1255,240,11999,Muon,0.0,0.0,0.948399,-46.3693,-32.9956,13.3737,179.749
1256,336,16755,Muon,0.0,1.0,0.51814,-44.6361,-74.8973,30.2612,132.585
1257,336,16755,Muon,0.0,1.0,0.51814,-44.7183,-41.2355,3.48278,13.5371
1258,343,17139,Muon,0.0,0.0,0.767302,34.3841,-0.171605,34.5557,43.1471
1259,286,14277,Muon,0.0,0.0,0.898917,80.1413,43.5975,36.5438,78.047
1260,209,10411,Muon,0.0,0.0,0.914009,30.9682,117.313,86.3447,136.462
1261,8,356,Muon,0.0,0.0,0.941586,117.37,90.9504,26.4193,107.825
1262,170,8465,Muon,0.0,0.0,0.92951,-47.5614,-23.0892,24.4722,260.762
1263,170,8465,Muon,0.0,0.0,0.92951,-49.9043,-48.5431,1.36114,6.21427
1264,170,8465,Muon,0.0,0.0,0.92951,-47.5025,-48.3018,0.79929,2.94944
1265,8,354,Muon,0.0,0.0,0.790126,-91.5549,-54.2458,37.3091,57.8503
1266,182,9068,Muon,0.0,0.0,0.94737,117.329,7.60763,109.721,171.449
1267,349,17406,Muon,0.0,0.0,0.703546,87.6375,117.463,29.8255,30.2433
1268,217,10826,Muon,0.0,0.0,0.672735,-56.0535,-82.5057,26.4522,41.6978
1269,223,11127,Muon,0.0,0.0,0.921606,117.071,10.4068,106.664,203.428
1270,273,13623,Muon,0.0,1.0,0.662443,-44.2225,1.07024,45.2928,78.4802
1271,205,10235,Muon,0.0,0.0,0.812348,117.606,39.144,78.4617,83.908
1272,196,9795,Muon,0.0,0.0,0.925228,-31.0768,-12.4083,18.6685,91.2773
1273,264,13169,Muon,0.0,0.0,0.952118,-70.1533,-115.483,45.3293,240.993
1274,264,13169,Muon,0.0,0.0,0.952118,-74.1645,-79.6941,5.52962,8.21585
1275,362,18094,Muon,0.0,0.0,0.880744,22.9511,-88.6304,111.581,415.077
1276,203,10104,Muon,0.0,0.0,0.935994,117.433,14.0801,103.353,139.031
1277,325,16230,Muon,0.0,0.0,0.912226,60.7462,-115.407,176.153,187.98
1278,229,11427,Muon,0.0,0.0,0.947816,65.3975,-115.24,180.637,281.31
1279,152,7563,Muon,0.0,0.0,0.93187,-13.2536,46.7592,60.0128,319.3
1280,234,11695,Muon,0.0,0.0,0.919143,41.5516,105.109,63.5574,180.272
1281,196,9797,Muon,0.0,0.0,0.794647,-115.077,-74.8602,40.2167,56.9008
1282,258,12875,Muon,0.0,0.0,0.659615,-95.2944,-27.792,67.5024,85.2165
1283,335,16720,Muon,0.0,0.0,0.789878,-85.528,-115.376,29.8478,47.5076
1284,349,17418,Muon,0.0,0.0,0.94585,-49.9284,117.672,167.601,204.04
1285,284,14183,Muon,0.0,0.0,0.807668,-114.851,-115.084,0.23288,3.47972
1286,186,9289,Muon,0.0,0.0,0.777266,-60.7006,-115.454,54.7532,57.3792
1287,186,9263,Muon,0.0,0.0,0.909455,-26.127,-115.084,88.9569,135.555
1288,266,13262,Muon,0.0,1.0,0.789681,59.8635,1.25484,58.6087,109.555
1289,399,19909,Muon,0.0,0.0,0.812831,-70.0222,-113.235,43.213,58.0482
1290,364,18180,Muon,0.0,0.0,0.958842,-115.345,-19.5595,95.7857,136.583
1291,260,12961,Muon,0.0,0.0,0.964842,-33.3781,-44.412,11.0339,208.762
1292,387,19314,Muon,0.0,0.0,0.954519,26.4917,115.977,89.4853,163.848
1293,226,11281,Muon,0.0,0.0,0.720358,-34.102,-35.4955,1.39352,6.43144
1294,368,18396,Muon,0.0,0.0,0.836622,-69.2486,-46.756,22.4927,57.8123
1295,268,13369,Muon,0.0,1.0,0.687965,36.3107,46.1153,9.80458,10.323
1296,186,9251,Muon,0.0,0.0,0.959861,90.7247,63.3469,27.3777,225.53
1297,186,9251,Muon,0.0,0.0,0.959861,62.566,57.6771,4.88884,19.5335
1298,8,374,Muon,0.0,0.0,0.949495,25.8315,98.3571,72.5256,306.93
1299,211,10521,Muon,0.0,1.0,0.630566,36.3172,33.0541,3.26311,9.75829
1300,182,9080,Muon,0.0,0.0,0.907058,-112.238,-10.2291,102.009,151.522
1301,258,12899,Muon,0.0,0.0,0.664157,33.8363,-81.5587,115.395,653.856
1302,241,12016,Muon,0.0,0.0,0.888471,32.6532,42.5227,9.86946,62.4414
1303,392,19571,Muon,0.0,0.0,0.955587,17.5562,80.7898,63.2336,227.953
1304,157,7821,Muon,0.0,0.0,0.74747,40.3149,117.608,77.2935,77.8634
1305,279,13911,Muon,0.0,1.0,0.524078,35.6687,41.2663,5.59758,173.337
1306,279,13911,Muon,0.0,1.0,0.524078,35.255,33.266,1.98901,4.52512
1307,137,6813,Muon,0.0,0.0,0.690005,-39.5088,50.8983,90.4072,338.988
1308,137,6813,Muon,0.0,0.0,0.690005,-39.3469,-46.6672,7.32034,14.4623
1309,269,13428,Muon,0.0,0.0,0.865197,117.42,73.9543,43.4652,71.4616
1310,261,13003,Muon,0.0,0.0,0.873217,-11.3595,-30.457,19.0975,71.8575
1311,289,14434,Muon,0.0,0.0,0.842963,-69.1789,-47.1911,21.9878,59.3453
1312,369,18419,Muon,0.0,0.0,0.647811,67.08,94.9753,27.8953,85.8425
1313,369,18419,Muon,0.0,0.0,0.647811,64.0195,65.8435,1.82401,6.18016
1314,366,18288,Muon,0.0,0.0,0.776619,97.4305,73.4535,23.977,101.303
1315,366,18288,Muon,0.0,0.0,0.776619,97.0561,103.197,6.14087,11.1433
1316,387,19338,Muon,0.0,0.0,0.921666,11.3812,117.497,106.115,226.581
1317,222,11065,Muon,0.0,0.0,0.55601,-55.6065,46.9249,102.531,132.152
1318,226,11271,Muon,0.0,0.0,0.845099,117.282,91.6007,25.6813,46.0001
1319,209,10429,Muon,0.0,0.0,0.849468,117.36,38.0932,79.2666,101.056
1320,240,11993,Muon,0.0,0.0,0.953741,-17.0104,114.531,131.541,232.964
1321,257,12844,Muon,0.0,0.0,0.831283,56.6303,74.6411,18.0108,39.1303
1322,275,13707,Muon,0.0,0.0,0.829166,-45.9604,-115.516,69.5551,82.2019
1323,220,10968,Muon,0.0,0.0,0.941643,81.9927,82.5693,0.576645,121.229
1324,197,9813,Muon,0.0,0.0,0.730745,74.4464,117.145,42.6981,43.2962
1325,289,14433,Muon,0.0,0.0,0.820433,71.2394,117.172,45.9325,57.0966
1326,368,18391,Muon,0.0,0.0,0.79218,-11.1108,-13.2816,2.17077,25.9483
1327,222,11097,Muon,0.0,0.0,0.913045,85.9146,-3.85254,89.7671,165.569
1328,364,18154,Muon,0.0,0.0,0.944694,117.417,72.564,44.8529,110.656
1329,389,19405,Muon,0.0,0.0,0.955699,-1.79394,103.742,105.536,165.641
1330,389,19405,Muon,0.0,0.0,0.955699,-8.524,-3.17472,5.34928,8.38167
1331,383,19122,Muon,0.0,0.0,0.965158,-95.7632,-56.9868,38.7764,181.809
1332,273,13635,Muon,0.0,0.0,0.935387,116.156,-1.04845,117.204,181.747
1333,197,9846,Muon,0.0,0.0,0.752889,117.492,45.7578,71.7342,72.4441
1334,282,14066,Muon,0.0,0.0,0.929448,48.2434,-1.45255,49.6959,126.45
1335,111,5535,Muon,0.0,0.0,0.929176,68.3756,18.571,49.8047,87.6241
1336,266,13261,Muon,0.0,0.0,0.963944,-16.4146,-16.2457,0.168922,188.642
1337,101,5029,Muon,0.0,0.0,0.894812,-115.021,39.3709,154.392,168.086
1338,271,13521,Muon,0.0,0.0,0.78812,-87.9817,-115.622,27.6399,36.2461
1339,275,13724,Muon,0.0,0.0,0.924677,103.695,-1.08856,104.783,130.169
1340,283,14150,Muon,0.0,0.0,0.921345,113.189,81.3284,31.8605,186.202
1341,269,13421,Muon,0.0,0.0,0.912389,54.1377,76.6421,22.5044,133.89
1342,364,18155,Muon,0.0,0.0,0.746843,0.716629,-2.88295,3.59958,15.0348
1343,216,10781,Muon,0.0,0.0,0.768873,67.5037,117.364,49.8606,56.5067
1344,157,7841,Muon,0.0,0.0,0.821198,-10.252,-19.6259,9.37388,492.531
1345,273,13613,Muon,0.0,0.0,0.874384,91.7378,-115.377,207.115,228.918
1346,273,13613,Muon,0.0,0.0,0.874384,82.7251,65.1727,17.5524,19.2617
1347,157,7826,Muon,0.0,0.0,0.902134,-115.43,-56.1517,59.2782,152.764
1348,204,10185,Muon,0.0,0.0,0.940349,-19.0502,-68.8423,49.7921,110.908
1349,8,368,Muon,0.0,0.0,0.874449,25.5583,-115.212,140.77,173.548
1350,8,368,Muon,0.0,0.0,0.874449,25.2767,54.7559,29.4793,36.8221
1351,260,12988,Muon,0.0,0.0,0.955189,-115.613,-15.0159,100.597,196.818
1352,204,10190,Muon,0.0,0.0,0.936659,12.0407,88.6974,76.6567,169.932
1353,205,10249,Muon,0.0,0.0,0.85507,3.93487,1.69258,2.24229,9.35211
1354,205,10249,Muon,0.0,0.0,0.85507,8.04321,7.25076,0.792449,8.57059
1355,205,10249,Muon,0.0,0.0,0.85507,7.74948,3.76454,3.98494,5.0754
1356,325,16223,Muon,0.0,0.0,0.915684,-43.9615,3.17435,47.1359,166.718
1357,397,19844,Muon,0.0,0.0,0.928053,-3.69179,45.6684,49.3602,84.5378
1358,7,317,Muon,0.0,1.0,0.834091,-88.3193,58.1913,146.511,211.474
1359,7,317,Muon,0.0,1.0,0.834091,-93.04,-72.7466,20.2934,23.0378
1360,277,13845,Muon,0.0,0.0,0.941691,15.4801,-7.48809,22.9682,222.622
1361,343,17113,Muon,0.0,0.0,0.953415,93.9428,-115.24,209.183,228.085
1362,369,18422,Muon,0.0,0.0,0.598909,-39.5249,75.5367,115.062,127.725
1363,369,18422,Muon,0.0,0.0,0.598909,74.6212,112.129,37.5079,47.1651
1364,369,18422,Muon,0.0,0.0,0.598909,-39.4628,-31.1997,8.26311,39.3335
1365,216,10759,Muon,0.0,0.0,0.959623,-109.016,94.8643,203.88,291.104
1366,269,13443,Muon,0.0,0.0,0.883878,86.2919,45.6318,40.6601,154.162
1367,371,18516,Muon,0.0,0.0,0.938095,-117.281,-27.8971,89.3837,271.787
1368,157,7832,Muon,0.0,0.0,0.843593,-20.5448,-115.361,94.8162,102.358
1369,270,13451,Muon,0.0,0.0,0.941524,49.4771,27.0614,22.4157,128.435
1370,287,14303,Muon,0.0,0.0,0.907246,-23.9024,117.291,141.193,166.374
1371,242,12071,Muon,0.0,0.0,0.962856,5.63378,-114.266,119.899,318.29
1372,249,12429,Muon,0.0,0.0,0.672735,-32.0294,50.3256,82.355,249.165
1373,269,13420,Muon,0.0,0.0,0.952687,17.0124,-5.50813,22.5205,92.6665
1374,199,9943,Muon,0.0,0.0,0.827942,-112.751,-1.61494,111.136,249.848
1375,343,17116,Muon,0.0,0.0,0.874933,-72.9043,-53.6211,19.2831,67.0743
1376,111,5547,Muon,0.0,0.0,0.921438,98.6878,-7.67789,106.366,132.746
1377,111,5547,Muon,0.0,0.0,0.921438,96.0294,94.4341,1.59524,2.09641
1378,111,5547,Muon,0.0,0.0,0.921438,-6.19465,-9.07635,2.88169,3.15693
1379,157,7816,Muon,0.0,0.0,0.937522,-98.5266,-31.8688,66.6577,101.722
1380,368,18355,Muon,0.0,0.0,0.952989,-43.2563,-16.3344,26.9219,202.142
1381,240,11977,Muon,0.0,1.0,0.906271,-19.3929,18.9651,38.3579,64.378
1382,223,11119,Muon,0.0,0.0,0.849843,117.291,64.7926,52.4986,67.4575
1383,281,14042,Muon,0.0,0.0,0.804479,-10.6342,-40.0013,29.3671,38.0644
1384,275,13706,Muon,0.0,0.0,0.802653,-14.045,-13.7343,0.310781,8.80459
1385,282,14082,Muon,0.0,0.0,0.868479,-69.836,-81.2499,11.4138,49.126
1386,234,11697,Muon,0.0,0.0,0.947959,-66.9446,-12.1869,54.7577,114.11
1387,269,13425,Muon,0.0,0.0,0.951424,-22.5644,-115.362,92.7975,271.003
1388,279,13945,Muon,0.0,0.0,0.898992,-55.497,117.059,172.556,199.48
1389,279,13945,Muon,0.0,0.0,0.898992,-56.8406,-60.6784,3.83782,4.26317
1390,377,18841,Muon,0.0,0.0,0.952778,117.207,36.4268,80.7805,129.221
1391,223,11117,Muon,0.0,0.0,0.953869,-115.613,-30.4001,85.2127,137.236
1392,399,19901,Muon,0.0,0.0,0.943093,-14.727,-25.2687,10.5417,105.916
1393,229,11443,Muon,0.0,0.0,0.875622,-59.234,-114.724,55.4901,73.815
1394,383,19147,Muon,0.0,0.0,0.939528,-47.1738,115.14,162.313,188.131
1395,283,14103,Muon,0.0,0.0,0.86214,31.6362,117.257,85.6212,109.2
1396,211,10505,Muon,0.0,1.0,0.712526,-24.6936,-13.429,11.2647,12.3981
1397,268,13384,Muon,0.0,0.0,0.897585,-112.733,-22.7278,90.0048,114.105
1398,157,7802,Muon,0.0,0.0,0.823805,117.451,0.852325,116.599,122.819
1399,368,18356,Muon,0.0,0.0,0.960472,-77.4152,-73.8517,3.56345,498.433
1400,368,18356,Muon,0.0,0.0,0.960472,-76.1181,-76.7017,0.583572,1.32713
1401,266,13258,Muon,0.0,0.0,0.793486,-115.474,-62.0958,53.3784,61.5085
1402,197,9822,Muon,0.0,0.0,0.96169,59.8787,-73.4682,133.347,245.866
1403,188,9364,Muon,0.0,0.0,0.839463,52.0791,116.977,64.8978,76.0727
1404,188,9366,Muon,0.0,0.0,0.843192,84.0656,81.6968,2.36884,49.3895
