Type  Num0  Pred  Prob
Pion  1.000000  1.000000  0.966388
Pion  1.000000  1.000000  0.716598
Pion  1.000000  1.000000  0.804989
Pion  1.000000  1.000000  0.964866
Muon  0.000000  0.000000  0.965507
Muon  0.000000  0.000000  0.785692
Pion  1.000000  1.000000  0.999966
Pion  1.000000  1.000000  0.981520
Muon  0.000000  0.000000  0.934907
Muon  0.000000  0.000000  0.834648
Muon  0.000000  0.000000  0.924034
Pion  1.000000  0.000000  0.646434
Pion  1.000000  1.000000  0.995005
Pion  1.000000  1.000000  0.999961
Pion  1.000000  1.000000  0.965652
Pion  1.000000  1.000000  0.970963
Pion  1.000000  1.000000  0.785684
Muon  0.000000  0.000000  0.856844
Muon  0.000000  0.000000  0.934232
Pion  1.000000  1.000000  0.849948
Pion  1.000000  1.000000  0.999883
Muon  0.000000  0.000000  0.924609
Muon  0.000000  0.000000  0.774411
Pion  1.000000  1.000000  0.833857
Pion  1.000000  1.000000  0.994592
Muon  0.000000  0.000000  0.832164
Pion  1.000000  1.000000  0.998986
Pion  1.000000  1.000000  0.986652
Pion  1.000000  1.000000  0.999431
Muon  0.000000  0.000000  0.957490
Pion  1.000000  1.000000  0.999860
Pion  1.000000  1.000000  0.956758
Muon  0.000000  0.000000  0.724989
Pion  1.000000  0.000000  0.710843
Muon  0.000000  1.000000  0.718863
Pion  1.000000  1.000000  0.999803
Muon  0.000000  0.000000  0.954708
Pion  1.000000  1.000000  0.929006
Muon  0.000000  0.000000  0.953172
Muon  0.000000  0.000000  0.883880
Pion  1.000000  1.000000  0.994367
Pion  1.000000  1.000000  0.999869
Pion  1.000000  1.000000  0.823255
Muon  0.000000  0.000000  0.715746
Pion  1.000000  1.000000  0.994340
Muon  0.000000  0.000000  0.714234
Pion  1.000000  1.000000  0.999984
Muon  0.000000  1.000000  0.608686
Muon  0.000000  0.000000  0.749965
Pion  1.000000  0.000000  0.946406
Pion  1.000000  1.000000  0.999641
Muon  0.000000  0.000000  0.941012
Muon  0.000000  0.000000  0.949158
Pion  1.000000  1.000000  0.987103
Muon  0.000000  0.000000  0.696052
Pion  1.000000  1.000000  0.713052
Pion  1.000000  1.000000  0.983267
Muon  0.000000  0.000000  0.612786
Pion  1.000000  0.000000  0.944961
Pion  1.000000  1.000000  0.999998
Pion  1.000000  1.000000  0.994170
Pion  1.000000  0.000000  0.637426
Pion  1.000000  1.000000  0.999826
Muon  0.000000  0.000000  0.816920
Pion  1.000000  1.000000  0.998878
Muon  0.000000  0.000000  0.624008
Muon  0.000000  0.000000  0.846813
Pion  1.000000  1.000000  0.996829
Pion  1.000000  0.000000  0.821383
Muon  0.000000  0.000000  0.711029
Muon  0.000000  0.000000  0.942505
Pion  1.000000  1.000000  0.999902
Pion  1.000000  1.000000  0.996979
Pion  1.000000  0.000000  0.837020
Pion  1.000000  1.000000  0.775661
Pion  1.000000  1.000000  0.962642
Muon  0.000000  0.000000  0.824429
Pion  1.000000  1.000000  0.951759
Pion  1.000000  0.000000  0.719063
Muon  0.000000  0.000000  0.907779
Muon  0.000000  0.000000  0.809848
Muon  0.000000  0.000000  0.893212
Pion  1.000000  1.000000  0.697457
Pion  1.000000  1.000000  0.999612
Muon  0.000000  0.000000  0.827057
Muon  0.000000  0.000000  0.629300
Pion  1.000000  1.000000  0.942192
Pion  1.000000  0.000000  0.729868
Muon  0.000000  0.000000  0.849947
Muon  0.000000  0.000000  0.784232
Muon  0.000000  0.000000  0.926080
Pion  1.000000  1.000000  0.570433
Muon  0.000000  0.000000  0.672735
Muon  0.000000  0.000000  0.940736
Muon  0.000000  0.000000  0.922815
Muon  0.000000  1.000000  0.521491
Pion  1.000000  1.000000  0.838422
Pion  1.000000  0.000000  0.523033
Muon  0.000000  0.000000  0.790679
Muon  0.000000  0.000000  0.763662
Muon  0.000000  0.000000  0.799455
Pion  1.000000  1.000000  0.997999
Muon  0.000000  0.000000  0.784749
Muon  0.000000  0.000000  0.947546
Pion  1.000000  1.000000  0.997831
Pion  1.000000  0.000000  0.570171
Pion  1.000000  1.000000  0.997004
Muon  0.000000  0.000000  0.908223
Muon  0.000000  0.000000  0.954457
Pion  1.000000  1.000000  0.969319
Pion  1.000000  1.000000  0.970789
Pion  1.000000  0.000000  0.816809
Muon  0.000000  0.000000  0.955752
Pion  1.000000  1.000000  0.998844
Pion  1.000000  1.000000  0.998319
Muon  0.000000  0.000000  0.929239
Muon  0.000000  0.000000  0.952597
Muon  0.000000  0.000000  0.813037
Pion  1.000000  1.000000  0.999937
Pion  1.000000  1.000000  0.972911
Pion  1.000000  1.000000  0.999100
Pion  1.000000  0.000000  0.926161
Pion  1.000000  1.000000  0.997322
Pion  1.000000  1.000000  0.998206
Pion  1.000000  1.000000  0.586950
Pion  1.000000  1.000000  0.827853
Muon  0.000000  0.000000  0.939112
Muon  0.000000  0.000000  0.832661
Muon  0.000000  0.000000  0.951613
Pion  1.000000  1.000000  0.660848
Pion  1.000000  1.000000  0.888302
Muon  0.000000  0.000000  0.870412
Muon  0.000000  0.000000  0.856097
Pion  1.000000  1.000000  0.999933
Pion  1.000000  1.000000  0.983396
Pion  1.000000  1.000000  0.621099
Muon  0.000000  1.000000  0.858077
Muon  0.000000  0.000000  0.890786
Muon  0.000000  0.000000  0.751943
Muon  0.000000  0.000000  0.943857
Pion  1.000000  1.000000  0.755789
Muon  0.000000  0.000000  0.719270
Muon  0.000000  0.000000  0.962988
Pion  1.000000  1.000000  0.999929
Muon  0.000000  1.000000  0.694611
Pion  1.000000  1.000000  0.999957
Pion  1.000000  0.000000  0.939250
Pion  1.000000  1.000000  0.787892
Pion  1.000000  1.000000  0.999996
Muon  0.000000  0.000000  0.772823
Pion  1.000000  1.000000  0.972171
Pion  1.000000  1.000000  0.924774
Muon  0.000000  0.000000  0.877243
Pion  1.000000  1.000000  0.999978
Muon  0.000000  0.000000  0.961416
Muon  0.000000  0.000000  0.839908
Muon  0.000000  1.000000  0.659673
Muon  0.000000  0.000000  0.887580
Muon  0.000000  0.000000  0.959653
Muon  0.000000  0.000000  0.763207
Pion  1.000000  0.000000  0.520222
Muon  0.000000  0.000000  0.901961
Pion  1.000000  0.000000  0.758980
Pion  1.000000  1.000000  0.991253
Muon  0.000000  0.000000  0.837221
Pion  1.000000  0.000000  0.537378
Muon  0.000000  0.000000  0.689530
Muon  0.000000  0.000000  0.949783
Pion  1.000000  0.000000  0.743502
Muon  0.000000  0.000000  0.731473
Pion  1.000000  1.000000  0.999712
Pion  1.000000  1.000000  0.999988
Pion  1.000000  1.000000  0.999384
Muon  0.000000  0.000000  0.951214
Pion  1.000000  1.000000  0.993244
Muon  0.000000  0.000000  0.862757
Pion  1.000000  0.000000  0.765334
Muon  0.000000  0.000000  0.960057
Pion  1.000000  1.000000  0.999798
Pion  1.000000  1.000000  0.999998
Muon  0.000000  0.000000  0.892602
Muon  0.000000  0.000000  0.933556
Pion  1.000000  1.000000  0.919934
Pion  1.000000  1.000000  0.997849
Pion  1.000000  1.000000  0.552536
Pion  1.000000  0.000000  0.703216
Muon  0.000000  0.000000  0.876578
Muon  0.000000  0.000000  0.789085
Muon  0.000000  0.000000  0.826193
Pion  1.000000  1.000000  0.940114
Pion  1.000000  1.000000  0.999920
Pion  1.000000  0.000000  0.597569
Muon  0.000000  0.000000  0.835386
Pion  1.000000  1.000000  0.999998
Pion  1.000000  1.000000  0.999412
Pion  1.000000  1.000000  0.914125
Muon  0.000000  0.000000  0.824441
Muon  0.000000  0.000000  0.730355
Pion  1.000000  1.000000  0.993181
Muon  0.000000  0.000000  0.856180
Pion  1.000000  1.000000  0.999828
Muon  0.000000  0.000000  0.883859
Muon  0.000000  0.000000  0.718440
Muon  0.000000  1.000000  0.576175
Pion  1.000000  1.000000  0.923284
Pion  1.000000  1.000000  0.999908
Muon  0.000000  0.000000  0.912364
Muon  0.000000  0.000000  0.740849
Pion  1.000000  1.000000  0.999744
Muon  0.000000  0.000000  0.771712
Pion  1.000000  0.000000  0.947412
Pion  1.000000  1.000000  0.858831
Muon  0.000000  0.000000  0.672735
Muon  0.000000  0.000000  0.715222
Muon  0.000000  0.000000  0.863892
Muon  0.000000  1.000000  0.733436
Pion  1.000000  0.000000  0.938200
Muon  0.000000  0.000000  0.855108
Pion  1.000000  1.000000  0.999830
Pion  1.000000  1.000000  0.989967
Pion  1.000000  1.000000  0.999620
Pion  1.000000  1.000000  0.969916
Pion  1.000000  1.000000  0.977930
Muon  0.000000  0.000000  0.944998
Muon  0.000000  0.000000  0.952648
Pion  1.000000  1.000000  0.999869
Muon  0.000000  0.000000  0.913336
Pion  1.000000  0.000000  0.667069
Pion  1.000000  1.000000  0.997877
Muon  0.000000  0.000000  0.917782
Muon  0.000000  0.000000  0.795410
Muon  0.000000  0.000000  0.735496
Pion  1.000000  1.000000  0.998142
Pion  1.000000  1.000000  0.982455
Pion  1.000000  1.000000  0.999948
Muon  0.000000  0.000000  0.966110
Muon  0.000000  0.000000  0.949945
Pion  1.000000  1.000000  0.986956
Pion  1.000000  1.000000  0.747707
Pion  1.000000  1.000000  0.973414
Pion  1.000000  1.000000  0.997752
Pion  1.000000  1.000000  0.996534
Muon  0.000000  1.000000  0.643369
Muon  0.000000  0.000000  0.797511
Muon  0.000000  0.000000  0.887463
Pion  1.000000  1.000000  0.999606
Muon  0.000000  0.000000  0.834811
Muon  0.000000  0.000000  0.952258
Pion  1.000000  1.000000  0.999239
Pion  1.000000  0.000000  0.596062
Pion  1.000000  0.000000  0.676235
Muon  0.000000  0.000000  0.749673
Muon  0.000000  0.000000  0.708016
Muon  0.000000  0.000000  0.672735
Pion  1.000000  1.000000  0.999997
Pion  1.000000  1.000000  0.746554
Muon  0.000000  0.000000  0.852724
Pion  1.000000  0.000000  0.743469
Muon  0.000000  0.000000  0.672735
Muon  0.000000  0.000000  0.750143
Muon  0.000000  0.000000  0.818345
Muon  0.000000  0.000000  0.948493
Pion  1.000000  1.000000  0.933982
Pion  1.000000  1.000000  0.990445
Muon  0.000000  0.000000  0.834530
Pion  1.000000  1.000000  0.999456
Muon  0.000000  0.000000  0.719651
Pion  1.000000  1.000000  0.789347
Pion  1.000000  1.000000  0.967423
Muon  0.000000  0.000000  0.955045
Pion  1.000000  1.000000  0.999952
Pion  1.000000  1.000000  0.998378
Pion  1.000000  1.000000  0.995700
Pion  1.000000  1.000000  0.798259
Pion  1.000000  1.000000  0.999163
Muon  0.000000  0.000000  0.786978
Pion  1.000000  0.000000  0.745165
Pion  1.000000  1.000000  0.997796
Muon  0.000000  0.000000  0.738543
Pion  1.000000  0.000000  0.947733
Pion  1.000000  1.000000  0.862998
Pion  1.000000  0.000000  0.780766
Muon  0.000000  0.000000  0.953214
Muon  0.000000  0.000000  0.950771
Muon  0.000000  0.000000  0.866654
Muon  0.000000  0.000000  0.927483
Muon  0.000000  0.000000  0.933882
Pion  1.000000  0.000000  0.708857
Pion  1.000000  0.000000  0.659345
Muon  0.000000  0.000000  0.729274
Pion  1.000000  1.000000  0.776922
Muon  0.000000  0.000000  0.835472
Muon  0.000000  0.000000  0.874708
Muon  0.000000  1.000000  0.644767
Pion  1.000000  1.000000  0.993316
Muon  0.000000  0.000000  0.928258
Pion  1.000000  1.000000  0.799243
Pion  1.000000  1.000000  0.999752
Pion  1.000000  1.000000  0.920288
Pion  1.000000  1.000000  0.999996
Pion  1.000000  1.000000  0.998814
Pion  1.000000  1.000000  0.827993
Pion  1.000000  1.000000  0.785624
Pion  1.000000  1.000000  0.999880
Pion  1.000000  1.000000  0.998452
Pion  1.000000  1.000000  0.999484
Muon  0.000000  1.000000  0.627089
Pion  1.000000  1.000000  0.999166
Muon  0.000000  0.000000  0.738524
Muon  0.000000  0.000000  0.880653
Muon  0.000000  1.000000  0.507042
Muon  0.000000  0.000000  0.944287
Pion  1.000000  1.000000  0.999699
Muon  0.000000  1.000000  0.947348
Muon  0.000000  0.000000  0.939094
Muon  0.000000  0.000000  0.746236
Muon  0.000000  0.000000  0.755508
Muon  0.000000  0.000000  0.662005
Muon  0.000000  0.000000  0.963527
Muon  0.000000  0.000000  0.763528
Muon  0.000000  0.000000  0.672735
Pion  1.000000  1.000000  0.999926
Pion  1.000000  1.000000  0.999294
Muon  0.000000  0.000000  0.781347
Muon  0.000000  0.000000  0.849659
Muon  0.000000  0.000000  0.850155
Muon  0.000000  0.000000  0.899519
Pion  1.000000  0.000000  0.749858
Muon  0.000000  0.000000  0.927754
Muon  0.000000  0.000000  0.710133
Pion  1.000000  1.000000  0.919167
Pion  1.000000  1.000000  0.999986
Muon  0.000000  0.000000  0.938185
Pion  1.000000  1.000000  0.968300
Pion  1.000000  0.000000  0.700942
Muon  0.000000  0.000000  0.853622
Pion  1.000000  1.000000  0.993952
Muon  0.000000  0.000000  0.872335
Pion  1.000000  1.000000  0.828229
Pion  1.000000  1.000000  0.994807
Muon  0.000000  0.000000  0.684812
Muon  0.000000  0.000000  0.958147
Pion  1.000000  1.000000  0.999916
Muon  0.000000  0.000000  0.778897
Muon  0.000000  0.000000  0.798185
Pion  1.000000  1.000000  0.999632
Pion  1.000000  1.000000  0.999943
Muon  0.000000  0.000000  0.911167
Pion  1.000000  1.000000  0.993002
Pion  1.000000  1.000000  0.989157
Pion  1.000000  1.000000  0.999745
Pion  1.000000  1.000000  0.848644
Pion  1.000000  1.000000  0.997443
Pion  1.000000  1.000000  0.999731
Muon  0.000000  0.000000  0.798224
Pion  1.000000  0.000000  0.746551
Pion  1.000000  0.000000  0.816792
Muon  0.000000  0.000000  0.888667
Muon  0.000000  0.000000  0.770847
Muon  0.000000  0.000000  0.772466
Pion  1.000000  1.000000  0.945835
Pion  1.000000  1.000000  0.679261
Muon  0.000000  0.000000  0.947336
Pion  1.000000  0.000000  0.762545
Pion  1.000000  1.000000  0.993681
Muon  0.000000  0.000000  0.928075
Muon  0.000000  0.000000  0.831466
Muon  0.000000  0.000000  0.766797
Pion  1.000000  1.000000  0.979493
Muon  0.000000  0.000000  0.845183
Pion  1.000000  1.000000  0.970571
Pion  1.000000  1.000000  0.997899
Muon  0.000000  0.000000  0.937814
Muon  0.000000  0.000000  0.672735
Pion  1.000000  0.000000  0.919152
Pion  1.000000  1.000000  0.980902
Pion  1.000000  1.000000  0.999964
Muon  0.000000  0.000000  0.949255
Muon  0.000000  0.000000  0.948426
Pion  1.000000  0.000000  0.616645
Muon  0.000000  0.000000  0.927144
Muon  0.000000  0.000000  0.850899
Muon  0.000000  0.000000  0.899079
Pion  1.000000  1.000000  0.999073
Pion  1.000000  1.000000  0.560722
Pion  1.000000  1.000000  0.999839
Muon  0.000000  0.000000  0.673608
Pion  1.000000  1.000000  0.545969
Pion  1.000000  1.000000  0.997801
Muon  0.000000  1.000000  0.969135
Pion  1.000000  1.000000  0.993971
Pion  1.000000  0.000000  0.736412
Muon  0.000000  0.000000  0.790211
Pion  1.000000  1.000000  0.999658
Muon  0.000000  0.000000  0.944567
Muon  0.000000  0.000000  0.927561
Pion  1.000000  0.000000  0.730741
Pion  1.000000  0.000000  0.754728
Muon  0.000000  0.000000  0.954030
Muon  0.000000  0.000000  0.758972
Muon  0.000000  0.000000  0.943175
Pion  1.000000  1.000000  0.972353
Pion  1.000000  0.000000  0.730706
Pion  1.000000  1.000000  0.973164
Muon  0.000000  0.000000  0.940125
Muon  0.000000  0.000000  0.811052
Muon  0.000000  0.000000  0.546742
Muon  0.000000  0.000000  0.507145
Muon  0.000000  0.000000  0.779239
Pion  1.000000  1.000000  0.999962
Pion  1.000000  1.000000  0.654475
Pion  1.000000  0.000000  0.779172
Pion  1.000000  1.000000  0.997834
Muon  0.000000  0.000000  0.935094
Pion  1.000000  1.000000  0.999874
Pion  1.000000  1.000000  0.976164
Pion  1.000000  0.000000  0.935794
Pion  1.000000  1.000000  0.997982
Muon  0.000000  0.000000  0.940054
Pion  1.000000  1.000000  0.969533
Muon  0.000000  0.000000  0.949012
Muon  0.000000  0.000000  0.666466
Muon  0.000000  0.000000  0.771979
Pion  1.000000  1.000000  0.818802
Pion  1.000000  1.000000  0.926468
Muon  0.000000  0.000000  0.756443
Muon  0.000000  0.000000  0.766659
Pion  1.000000  1.000000  0.901222
Pion  1.000000  0.000000  0.811200
Pion  1.000000  1.000000  0.993523
Pion  1.000000  1.000000  0.551096
Muon  0.000000  0.000000  0.937884
Pion  1.000000  1.000000  0.867483
Muon  0.000000  0.000000  0.655664
Muon  0.000000  0.000000  0.861108
Pion  1.000000  1.000000  0.999965
Muon  0.000000  0.000000  0.939888
Pion  1.000000  1.000000  0.999512
Pion  1.000000  1.000000  0.998562
Pion  1.000000  1.000000  0.796359
Muon  0.000000  0.000000  0.751019
Muon  0.000000  0.000000  0.918342
Muon  0.000000  1.000000  0.621316
Muon  0.000000  0.000000  0.798637
Muon  0.000000  0.000000  0.760167
Muon  0.000000  0.000000  0.920172
Pion  1.000000  1.000000  0.984299
Pion  1.000000  0.000000  0.746954
Muon  0.000000  0.000000  0.839016
Muon  0.000000  0.000000  0.933647
Pion  1.000000  1.000000  0.999912
Muon  0.000000  0.000000  0.965042
Pion  1.000000  1.000000  0.890693
Muon  0.000000  0.000000  0.773918
Pion  1.000000  1.000000  0.995540
Muon  0.000000  0.000000  0.780708
Muon  0.000000  1.000000  0.857517
Pion  1.000000  1.000000  0.999987
Muon  0.000000  0.000000  0.930430
Muon  0.000000  0.000000  0.897871
Muon  0.000000  0.000000  0.726735
Muon  0.000000  0.000000  0.937192
Muon  0.000000  0.000000  0.846531
Muon  0.000000  0.000000  0.834737
Pion  1.000000  1.000000  0.829662
Muon  0.000000  0.000000  0.938713
Pion  1.000000  0.000000  0.568284
Pion  1.000000  1.000000  0.903495
Muon  0.000000  0.000000  0.950508
Muon  0.000000  0.000000  0.930612
Muon  0.000000  0.000000  0.718871
Muon  0.000000  0.000000  0.678184
Muon  0.000000  0.000000  0.800181
Pion  1.000000  1.000000  0.999629
Pion  1.000000  1.000000  0.586128
Pion  1.000000  1.000000  0.532958
Pion  1.000000  1.000000  0.994766
Muon  0.000000  0.000000  0.727155
Pion  1.000000  0.000000  0.677343
Pion  1.000000  1.000000  0.623188
Pion  1.000000  1.000000  0.999307
Muon  0.000000  0.000000  0.686357
Muon  0.000000  0.000000  0.832890
Pion  1.000000  0.000000  0.818982
Pion  1.000000  1.000000  0.988701
Muon  0.000000  0.000000  0.801710
Pion  1.000000  1.000000  0.999974
Pion  1.000000  1.000000  0.996452
Pion  1.000000  0.000000  0.770314
Muon  0.000000  1.000000  0.515589
Pion  1.000000  0.000000  0.796332
Muon  0.000000  0.000000  0.673776
Pion  1.000000  0.000000  0.648660
Pion  1.000000  1.000000  0.990402
Pion  1.000000  1.000000  0.613904
Muon  0.000000  0.000000  0.957078
Muon  0.000000  1.000000  0.785460
Muon  0.000000  0.000000  0.947756
Pion  1.000000  1.000000  0.998210
Pion  1.000000  1.000000  0.980231
Pion  1.000000  1.000000  0.999952
Muon  0.000000  0.000000  0.621137
Muon  0.000000  0.000000  0.846315
Muon  0.000000  0.000000  0.883031
Muon  0.000000  0.000000  0.884582
Muon  0.000000  0.000000  0.932112
Pion  1.000000  1.000000  0.997314
Pion  1.000000  1.000000  0.998835
Muon  0.000000  0.000000  0.940105
Muon  0.000000  0.000000  0.938386
Muon  0.000000  0.000000  0.941726
Pion  1.000000  1.000000  0.999938
Pion  1.000000  1.000000  0.837640
Muon  0.000000  0.000000  0.919732
Pion  1.000000  1.000000  0.998212
Pion  1.000000  1.000000  0.999213
Muon  0.000000  0.000000  0.878494
Muon  0.000000  0.000000  0.948817
Muon  0.000000  0.000000  0.865504
Pion  1.000000  1.000000  0.983192
Pion  1.000000  1.000000  0.503423
Muon  0.000000  0.000000  0.927657
Pion  1.000000  1.000000  0.928685
Muon  0.000000  0.000000  0.957151
Pion  1.000000  1.000000  0.809164
Muon  0.000000  0.000000  0.960394
Muon  0.000000  0.000000  0.704912
Pion  1.000000  1.000000  1.000000
Pion  1.000000  1.000000  0.951631
Muon  0.000000  0.000000  0.831215
Pion  1.000000  1.000000  0.998802
Muon  0.000000  0.000000  0.911587
Pion  1.000000  1.000000  0.997922
Pion  1.000000  1.000000  0.999934
Pion  1.000000  1.000000  0.999843
Pion  1.000000  0.000000  0.523033
Muon  0.000000  0.000000  0.547025
Pion  1.000000  1.000000  0.627430
Muon  0.000000  0.000000  0.676498
Pion  1.000000  1.000000  0.728459
Muon  0.000000  0.000000  0.899482
Pion  1.000000  1.000000  0.998893
Muon  0.000000  0.000000  0.895526
Muon  0.000000  0.000000  0.933457
Pion  1.000000  1.000000  0.999626
Muon  0.000000  0.000000  0.855613
Pion  1.000000  1.000000  0.996020
Muon  0.000000  0.000000  0.872502
Muon  0.000000  1.000000  0.591669
Pion  1.000000  1.000000  0.990838
Muon  0.000000  0.000000  0.838731
Muon  0.000000  0.000000  0.805362
Muon  0.000000  0.000000  0.950925
Muon  0.000000  0.000000  0.788137
Muon  0.000000  0.000000  0.854751
Muon  0.000000  0.000000  0.522837
Pion  1.000000  0.000000  0.502209
Muon  0.000000  0.000000  0.896138
Muon  0.000000  0.000000  0.944562
Muon  0.000000  0.000000  0.947112
Pion  1.000000  0.000000  0.825816
Pion  1.000000  1.000000  0.997546
Pion  1.000000  1.000000  0.997046
Pion  1.000000  0.000000  0.752115
Pion  1.000000  1.000000  0.941745
Pion  1.000000  1.000000  0.998877
Muon  0.000000  0.000000  0.942908
Pion  1.000000  0.000000  0.705671
Pion  1.000000  1.000000  0.999984
Pion  1.000000  1.000000  0.997463
Muon  0.000000  0.000000  0.929908
Muon  0.000000  0.000000  0.842181
Muon  0.000000  0.000000  0.946606
Pion  1.000000  1.000000  0.999988
Muon  0.000000  0.000000  0.937836
Muon  0.000000  0.000000  0.742538
Muon  0.000000  0.000000  0.733597
Muon  0.000000  0.000000  0.871003
Muon  0.000000  0.000000  0.786276
Pion  1.000000  0.000000  0.561453
Muon  0.000000  0.000000  0.777316
Pion  1.000000  1.000000  0.966465
Pion  1.000000  1.000000  0.965316
Muon  0.000000  0.000000  0.926043
Pion  1.000000  1.000000  0.999420
Pion  1.000000  1.000000  0.999986
Pion  1.000000  1.000000  0.998190
Muon  0.000000  0.000000  0.866554
Pion  1.000000  0.000000  0.598764
Muon  0.000000  0.000000  0.770390
Muon  0.000000  0.000000  0.949653
Muon  0.000000  0.000000  0.800176
Pion  1.000000  0.000000  0.743360
Muon  0.000000  0.000000  0.747860
Muon  0.000000  0.000000  0.895034
Muon  0.000000  0.000000  0.928104
Muon  0.000000  0.000000  0.758617
Muon  0.000000  0.000000  0.771747
Pion  1.000000  0.000000  0.790181
Pion  1.000000  0.000000  0.545793
Pion  1.000000  0.000000  0.939316
Pion  1.000000  1.000000  0.921350
Pion  1.000000  1.000000  0.968609
Muon  0.000000  0.000000  0.961980
Pion  1.000000  1.000000  0.980545
Muon  0.000000  0.000000  0.949964
Pion  1.000000  1.000000  0.821144
Pion  1.000000  0.000000  0.841746
Pion  1.000000  0.000000  0.824749
Pion  1.000000  1.000000  0.848339
Muon  0.000000  0.000000  0.910759
Muon  0.000000  0.000000  0.790938
Muon  0.000000  0.000000  0.938764
Pion  1.000000  1.000000  0.740279
Pion  1.000000  1.000000  0.864755
Muon  0.000000  0.000000  0.957669
Muon  0.000000  0.000000  0.733454
Pion  1.000000  1.000000  0.992548
Pion  1.000000  1.000000  0.954288
Muon  0.000000  0.000000  0.563878
Muon  0.000000  0.000000  0.901585
Pion  1.000000  1.000000  0.692899
Pion  1.000000  1.000000  0.987829
Pion  1.000000  1.000000  0.959534
Muon  0.000000  0.000000  0.558624
Pion  1.000000  0.000000  0.803290
Muon  0.000000  0.000000  0.956675
Muon  0.000000  0.000000  0.939543
Muon  0.000000  0.000000  0.781554
Pion  1.000000  1.000000  0.996895
Pion  1.000000  1.000000  0.990915
Pion  1.000000  1.000000  0.999942
Pion  1.000000  1.000000  0.999586
Pion  1.000000  1.000000  0.999866
Muon  0.000000  0.000000  0.796684
Pion  1.000000  1.000000  0.984973
Pion  1.000000  1.000000  0.999934
Pion  1.000000  1.000000  0.874655
Muon  0.000000  0.000000  0.724672
Pion  1.000000  1.000000  0.998990
Muon  0.000000  0.000000  0.966426
Pion  1.000000  1.000000  0.997536
Muon  0.000000  0.000000  0.549156
Pion  1.000000  1.000000  0.999363
Pion  1.000000  1.000000  0.996367
Pion  1.000000  1.000000  0.998865
Muon  0.000000  0.000000  0.711301
Pion  1.000000  1.000000  0.999993
Pion  1.000000  0.000000  0.514899
Muon  0.000000  0.000000  0.942766
Pion  1.000000  0.000000  0.847904
Muon  0.000000  1.000000  0.706180
Pion  1.000000  1.000000  0.605764
Pion  1.000000  1.000000  0.840521
Pion  1.000000  1.000000  0.999769
Pion  1.000000  1.000000  0.966108
Pion  1.000000  1.000000  0.975110
Muon  0.000000  0.000000  0.849827
Muon  0.000000  0.000000  0.925359
Pion  1.000000  1.000000  0.999961
Pion  1.000000  0.000000  0.784674
Muon  0.000000  0.000000  0.829771
Muon  0.000000  0.000000  0.757560
Muon  0.000000  0.000000  0.878831
Muon  0.000000  0.000000  0.878031
Pion  1.000000  1.000000  0.999983
Pion  1.000000  1.000000  0.868470
Muon  0.000000  0.000000  0.815713
Pion  1.000000  1.000000  0.999738
Pion  1.000000  1.000000  0.997705
Pion  1.000000  1.000000  0.964699
Muon  0.000000  1.000000  0.704506
Muon  0.000000  0.000000  0.672735
Pion  1.000000  1.000000  0.999098
Muon  0.000000  0.000000  0.804250
Pion  1.000000  0.000000  0.963353
Pion  1.000000  0.000000  0.956949
Pion  1.000000  0.000000  0.699399
Muon  0.000000  0.000000  0.857164
Muon  0.000000  0.000000  0.949038
Pion  1.000000  1.000000  0.866630
Muon  0.000000  0.000000  0.827388
Muon  0.000000  0.000000  0.804822
Muon  0.000000  0.000000  0.923756
Pion  1.000000  1.000000  0.865390
Pion  1.000000  1.000000  0.999021
Muon  0.000000  0.000000  0.899781
Pion  1.000000  1.000000  0.728205
Pion  1.000000  1.000000  0.971518
Pion  1.000000  1.000000  0.523728
Pion  1.000000  1.000000  0.996502
Muon  0.000000  0.000000  0.830753
Pion  1.000000  1.000000  0.999990
Muon  0.000000  0.000000  0.937324
Muon  0.000000  1.000000  0.711243
Pion  1.000000  1.000000  0.999510
Muon  0.000000  0.000000  0.948472
Muon  0.000000  0.000000  0.940738
Pion  1.000000  1.000000  0.969155
Muon  0.000000  0.000000  0.907544
Pion  1.000000  1.000000  0.998219
Pion  1.000000  1.000000  0.856717
Pion  1.000000  1.000000  0.891689
Muon  0.000000  0.000000  0.946957
Pion  1.000000  1.000000  0.998971
Pion  1.000000  1.000000  0.798728
Muon  0.000000  0.000000  0.916937
Pion  1.000000  1.000000  0.959574
Pion  1.000000  1.000000  0.991054
Pion  1.000000  1.000000  0.632760
Pion  1.000000  1.000000  0.999936
Muon  0.000000  0.000000  0.720162
Muon  0.000000  0.000000  0.933961
Pion  1.000000  1.000000  0.999829
Pion  1.000000  1.000000  0.952081
Pion  1.000000  1.000000  0.958244
Muon  0.000000  0.000000  0.785231
Pion  1.000000  1.000000  0.516942
Muon  0.000000  0.000000  0.891154
Pion  1.000000  1.000000  0.991801
Muon  0.000000  1.000000  0.699620
Pion  1.000000  1.000000  0.679068
Pion  1.000000  1.000000  0.999300
Muon  0.000000  0.000000  0.954800
Pion  1.000000  1.000000  0.928568
Muon  0.000000  0.000000  0.918656
Muon  0.000000  0.000000  0.798469
Pion  1.000000  0.000000  0.600617
Muon  0.000000  0.000000  0.826010
Muon  0.000000  0.000000  0.922487
Muon  0.000000  0.000000  0.917751
Pion  1.000000  1.000000  0.716838
Pion  1.000000  1.000000  0.512837
Pion  1.000000  1.000000  0.961325
Pion  1.000000  1.000000  0.997426
Muon  0.000000  0.000000  0.962336
